"PO Report FY2013",,,,,
"Please note that this report contains individual line items for each purchase order.",,,,,
,,,,,
"PO Number","Agency","Commodity","Vendor Name","Ordered DAte","PO amount"
"PO454312-V2","DEPARTMENT OF MENTAL HEALTH","9103644:MAINTENANCE OF THE PNEUMATIC AND ELECTRIC HVAC TEMPERATURE CONTROLS SYSTEM","Greenscape Environmental",28-Feb-13,"23,800.00"
"PO454313","PUBLIC SERVICE COMMISSION","9758800:Utility Vehicle Rental or Lease","ENTERPRISE LEASING CMPNY OF MA",14-Jan-13,"6,128.16"
"PO454314","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","Lee & Low Books, Inc",14-Jan-13,"1,207.50"
"PO454315","INAUGURAL EXPENSES","9611100:Chartering Services","SPIRIT TOURS AND TRAVEL CORP",16-Jan-13,"57,806.10"
"PO454316","METROPOLITAN POLICE DEPARTMENT","9584100:Fleet Management Services","GENERAL SERVICE ADMINISTRATION",14-Jan-13,"29,492.00"
"PO454317","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9564000:Magazine Subscriptions","EBSCO INDUSTRIES INC",14-Jan-13,758.74
"PO454318","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","LECTORUM PUBLICATIONS, INC.",14-Jan-13,"1,761.34"
"PO454319-V2","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","JONES SCHOOL SUPPLY CO., INC.",31-Jan-13,160.42
"PO454319-V2","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","0807857:PLAQUES, SERVICE AWARD","JONES SCHOOL SUPPLY CO., INC.",31-Jan-13,"3,208.40"
"PO454320","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9610200:Administrative Services, All Kinds  (Incl. Clerical,  Secretarial Services, etc.)","MULTICULTURAL COMMUNITY SERVIC",14-Jan-13,"4,000.00"
"PO454321","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","MCN BUILD, LLC",14-Jan-13,"279,429.00"
"PO454322","LOTTERY & CHARITABLE GAMES CONTROL BOARD","9615300:Marketing Services (Incl. Distribution, Research, Sales Promotions, etc.)","ARIZONA GAMING DESIGNS",14-Jan-13,"2,241.26"
"PO454324-V2","LOTTERY & CHARITABLE GAMES CONTROL BOARD","9615300:Marketing Services (Incl. Distribution, Research, Sales Promotions, etc.)","ARIZONA GAMING DESIGNS",11-Jun-13,"25,000.00"
"PO454325","DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT","9625800:Professional Services (Not Otherwise Classified)","NATIONAL YOUTH EMPLOYMENT COAL",14-Jan-13,"40,000.00"
"PO454326-V3","DEPT. OF HOUSING AND COMM. DEVELOPMENT","9625800:Professional Services (Not Otherwise Classified)","UNIVERSITY OF DISTRICT OF COL",9-Apr-13,0
"PO454327","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9090300:Administration of Contracts: Summary of Work, Quality Control, Project Closeout, etc.","SHARP ELECTRONICS CORPORATION",14-Jan-13,"998,353.20"
"PO454328","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","Tara Eggleston",14-Jan-13,"2,508.00"
"PO454329","DEPARTMENT OF GENERAL SERVICES","9060700:Architect Services, Professional","RTKL D.C. ASSOCIATES, P.C.",14-Jan-13,"5,975.00"
"PO454330","DEPARTMENT OF HEALTH","9150300:Advertising/Public Relations","THE JAYEN GROUP INC",14-Jan-13,"4,500.00"
"PO454331","DEPARTMENT OF HEALTH","9150300:Advertising/Public Relations","THE WASHINGTON INFORMER",14-Jan-13,"1,500.00"
"PO454332","COUNCIL OF THE DISTRICT OF COLUMBIA","9660727:PRINTING OF BUSINESS CARDS, TWO COLORS, WHITE SMOOTH FINISH PAPER","SENODA, INC.",14-Jan-13,320
"PO454333","COUNCIL OF THE DISTRICT OF COLUMBIA","9660727:PRINTING OF BUSINESS CARDS, TWO COLORS, WHITE SMOOTH FINISH PAPER","SENODA, INC.",14-Jan-13,315
"PO454334","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6654233:FILM, LAMINATING","USI INC",14-Jan-13,"1,836.60"
"PO454334","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","USI INC",14-Jan-13,129.69
"PO454335","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9246031:CLASSES, SEMINARS AND WORKSHOPS (NOT FOR CREDIT)","AMER ALL HEALTH PHYS ED",14-Jan-13,"5,400.00"
"PO454336","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","APPLE COMPUTER INC",14-Jan-13,790
"PO454337","OFFICE OF THE ATTORNEY GENERAL","9612458:PROFESSIONAL COURT REPORTER SERVICES","SUPERIOR COURT OF DC",14-Jan-13,187.2
"PO454338","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","ACCREDITATION CNCL GRADUATE MD",14-Jan-13,"4,400.00"
"PO454339","DEPARTMENT OF MENTAL HEALTH","9181200:Analytical Studies and Surveys (Consulting)","CVS/PHARMACY",14-Jan-13,"2,940.00"
"PO454352","METROPOLITAN POLICE DEPARTMENT","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","DIVERSE COMPUTING INC.",15-Jan-13,"60,000.00"
"PO454353","DEPARTMENT OF TRANSPORTATION","9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE","Azteca Systems, Inc.",15-Jan-13,"72,580.00"
"PO454355","DEPT. OF CONSUMER AND REGULATORY AFFAIRS","9612458:PROFESSIONAL COURT REPORTER SERVICES","PRO-TYPISTS INC",15-Jan-13,"2,000.00"
"PO454356","OFFICE OF CHIEF TECHNOLOGY OFFICER","9204520:MAINTENANCE AND LICENSE AGREEMENT SERVICES, MICROCOMPUTER SOFTWARE","Dell Computer Corp.",15-Jan-13,"6,279.12"
"PO454357","OFFICE OF CHIEF TECHNOLOGY OFFICER","9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME","MERLIN  INTERNATIONAL",15-Jan-13,"33,519.30"
"PO454358","DEPT. OF CONSUMER AND REGULATORY AFFAIRS","9634800:Membership Dues","NATIONAL ASSOCIATION OF BARBER",15-Jan-13,275
"PO454359","OFFICE OF THE MAYOR","9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME","OrgAction, LLC",15-Jan-13,"50,000.00"
"PO454360","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","LEE & ASSOCIATES INC",15-Jan-13,"48,092.00"
"PO454361","DEPARTMENT OF HEALTH","9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME","SYSTEM AUTOMATION CORPORATION",15-Jan-13,"63,336.02"
"PO454362-V2","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","MARY'S CTR MATERNAL CHILD CARE",20-Aug-13,"57,309.00"
"PO454363","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","PLANNED PARENTHOOD OF METRO WA",15-Jan-13,"25,000.00"
"PO454364","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","THE WASHINGTON BALLET",15-Jan-13,"5,000.00"
"PO454365","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","THE FAMILY PLACE, INC",15-Jan-13,"30,000.00"
"PO454366","OFFICE OF LATINO AFFAIRS","9625800:Professional Services (Not Otherwise Classified)","SPANISH EDUCATION DEVELOP CTR",15-Jan-13,"25,000.00"
"PO454367","SPECIAL EDUCATION TRANSPORTATION","9105435:PAINTING SERVICES","AQ Contractors, LLC",15-Jan-13,"5,000.00"
"PO454368","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","WASHINGTON YU YING PUBLIC CHAR",15-Jan-13,"1,440.52"
"PO454369","COUNCIL OF THE DISTRICT OF COLUMBIA","6157310:DESK ACCESSORIES, RECYCLED","LASER ART INC",15-Jan-13,376
"PO454370","COUNCIL OF THE DISTRICT OF COLUMBIA","6157310:DESK ACCESSORIES, RECYCLED","BURCH & ASSOCIATES",15-Jan-13,"2,160.00"
"PO454370","COUNCIL OF THE DISTRICT OF COLUMBIA","9622400:Courier/Delivery Services (Including Air Courier Services)","BURCH & ASSOCIATES",15-Jan-13,21.45
"PO454371","COUNCIL OF THE DISTRICT OF COLUMBIA","9180600:Administrative Consulting","INTERIOR DIMENSIONS GROUP, INC",15-Jan-13,"4,000.00"
"PO454372","COUNCIL OF THE DISTRICT OF COLUMBIA","9660727:PRINTING OF BUSINESS CARDS, TWO COLORS, WHITE SMOOTH FINISH PAPER","SENODA, INC.",15-Jan-13,200
"PO454373","COUNCIL OF THE DISTRICT OF COLUMBIA","9660727:PRINTING OF BUSINESS CARDS, TWO COLORS, WHITE SMOOTH FINISH PAPER","SENODA, INC.",15-Jan-13,175
"PO454374","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","CORP./WASH. LATIN SCHOOL",15-Jan-13,"76,056.77"
"PO454375","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","WASHINGTON MATH SCIENCE PCHS",15-Jan-13,"51,369.94"
"PO454376","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","SHINING STARS MONTESSORI ACADE",15-Jan-13,250.36
"PO454377","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","SEPTIMA CLARK PCS",15-Jan-13,384.32
"PO454378","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","EHLERT/BRYAN.INC",15-Jan-13,"2,000.00"
"PO454379","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","POTOMAC LIGHTHOUSE PCS",15-Jan-13,164.13
"PO454380","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","MUNDO VERDE BILINGUAL PCS",15-Jan-13,"1,252.95"
"PO454381","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","MARY MCLEOD BETHUNE DAY ACAD.",15-Jan-13,612.73
"PO454382","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","LATIN AMERICAN MONTESSORI",15-Jan-13,"1,212.88"
"PO454383","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","EDUCATION STRENTHENS FAMILIES",15-Jan-13,24.51
"PO454384","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","DC BILINGUAL PCS",15-Jan-13,947.62
"PO454385","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","CAPITAL CITY PCS",15-Jan-13,45.22
"PO454386","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","BRIDGES PUBLIC CHARTER SCHOOL",15-Jan-13,"3,902.74"
"PO454387-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","HOWARD ROAD ACADEMY PCS",31-Jan-13,0
"PO454388","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","SEDC CHARTER SCHOOL INC.",15-Jan-13,"1,105.00"
"PO454389","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9183800:Education and Training Consulting","FRIENDSHIP PCS",15-Jan-13,"3,083.98"
"PO454390","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","BB&B PROFESSIONAL MOVERS",10-Apr-13,"6,700.00"
"PO454391","DC NATIONAL GUARD","9629400:Water Services, Bottled","NESTLE WATERS AMERICA INC.",15-Jan-13,"12,974.00"
"PO454392-V2","DEPARTMENT OF GENERAL SERVICES","9811600:Athletic Equipment and Sporting Goods and Accessories Rental or Lease","FLAGHOUSE, INC.",12-Aug-13,"49,734.91"
"PO454393","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","DC BILINGUAL PCS",15-Jan-13,"50,087.74"
"PO454394","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","BOOKER T WASHINGTON PCS",15-Jan-13,"37,876.63"
"PO454395-V2","DEPARTMENT OF GENERAL SERVICES","RENTAL OF PARKING SPACES","DC USA OPERATING CO., LLC",17-Jan-13,0
"PO454396","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","SHINING STARS MONTESSORI ACADE",15-Jan-13,"7,717.61"
"PO454397","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","SEPTIMA CLARK PCS",15-Jan-13,"95,505.41"
"PO454398-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","EAGLE ACADEMY PCS",10-Sep-13,"46,413.30"
"PO454399","DEPART OF INSURANCE,SECURITIES & BANKING","9203700:Networking Services (Including Installation, Security, and Maintenance )","LexisNexis Risk Solutions FL Inc",15-Jan-13,"12,156.00"
"PO454400","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","CAPITAL CITY PCS",15-Jan-13,"16,492.72"
"PO454401-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","CENTER CITY PCS",12-Sep-13,"23,602.23"
"PO454402-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","CESAR CHAVEZ PCS",12-Sep-13,"14,561.05"
"PO454403-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","COMMUNITY ACADEMY PCS",18-Sep-13,"40,828.05"
"PO454404-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","DC BILINGUAL PCS",12-Sep-13,"22,174.67"
"PO454405-V2","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9529500:Youth Care Services","ELSIE WHITLOW STOKES PCS",12-Sep-13,"11,515.60"
"PO454406","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","MFRI",24-Jan-13,"1,000.00"
"PO454407","LOTTERY & CHARITABLE GAMES CONTROL BOARD","9857400:Software, Computer, Rental or Lease","COMPASS SOLUTIONS, LLC",16-Jan-13,"10,680.00"
"PO454408","METROPOLITAN POLICE DEPARTMENT","3252535:DOG FOOD, DRY","PHILLIPS FEED SERVICE INC.",15-Jan-13,"16,500.00"
"PO454409","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","MFRI",24-Jan-13,"1,596.00"
"PO454410","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","MFRI",24-Jan-13,"1,596.00"
"PO454411-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","MFRI",18-Apr-13,"1,500.00"
"PO454412-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","MFRI",18-Apr-13,"1,500.00"
"PO454413","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","Howard University the Learning Academy",15-Jan-13,"1,500.00"
"PO454414-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","WEBSTER UNIVERSITY",17-Jan-13,480
"PO454415-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","Howard University the Learning Academy",27-Aug-13,0
"PO454416-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","WEBSTER UNIVERSITY",17-Jan-13,240
"PO454417","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","VA.COMM.COLLEGE SYSTEM",15-Jan-13,826
"PO454418","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","GRANTHAM UNIVERSITY",15-Jan-13,"1,750.00"
"PO454419","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","STRAYER UNIVERSITY",15-Jan-13,"6,000.00"
"PO454420","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","GRANTHAM UNIVERSITY",15-Jan-13,"1,090.00"
"PO454421","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","GEORGE WASHINGTON UNIVERSITY",15-Jan-13,"1,500.00"
"PO454422","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","Germanna Community College",15-Jan-13,"1,618.50"
"PO454424-V2","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","ART INSTITUTE OF WASHINGTON",15-Feb-13,"1,500.00"
"PO454426","DEPUTY MAYOR FOR PUBLIC SAFETY & JUSTICE","9610200:Administrative Services, All Kinds  (Incl. Clerical,  Secretarial Services, etc.)","DC RAPE CRISIS CENTER",15-Jan-13,"12,540.80"
"PO454427","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","Digital Imaging Arts",15-Jan-13,0
"PO454428","DC NATIONAL GUARD","9242500:For Credit Classes, Seminars, Workshops, etc.","CENT MI UNIV COLL OF EXTENDED",15-Jan-13,114
"PO454429","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9154800:Graphic Arts Services (Not Printing)","Revolution Promotional Marketing",15-Jan-13,"8,750.00"
"PO454430-V2","DC PUBLIC LIBRARY","6157344:FOLDERS, FILE, RECYCLED, HANGING AND INTERIOR FOLDERS","MDM Office Systems DBA Standard Office Supply",19-Jul-13,"45,052.00"
"PO454431","DEPARTMENT OF GENERAL SERVICES","9063800:General Construction - Architectural","NASTOS CONTRUCTION INC",15-Jan-13,"710,000.00"
"PO454432","DEPARTMENT OF EMPLOYMENT SERVICES","9716500:Room Rental for Conferences, Seminars, etc.","GALLAUDET UNIVERSITY",15-Jan-13,"1,918.75"
"PO454433","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","Policy Studies Associates, Inc.",15-Jan-13,"120,052.25"
"PO454447","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9634800:Membership Dues","Mid-Atlantic Assc of IB World",15-Jan-13,"4,686.00"
"PO454448","OFFICE OF CABLE TV","9851200:Audio/Video Equipment and Accessory Rental or Lease","METROPOLITAN OFFICE PRODUCTS",15-Jan-13,"4,997.50"
"PO454449-V2","DEPARTMENT OF GENERAL SERVICES","9293200:Concrete and Asphalt Equipment (Not Otherwise Classified) Maintenance and Repair","FORT MYER CONSTRUCTION CORPORA",3-Jul-13,"123,000.00"
"PO454450","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6453337:PAPER, COPIER, MULTI-PURPOSE","SKY,LLC DBA/US-OFFICE SOLUTION",15-Jan-13,"3,768.70"
"PO454452-V2","DEPARTMENT OF HEALTH","2693231:CONDOMS, LATEX, ROLLED AND SEALED IN OPAQUE INDIVIDUAL PACKETS","ANSELL HEALTHCARE LLC",4-Jun-13,"190,000.00"
"PO454453","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","CTI CONSULTANTS, INC.",15-Jan-13,"123,592.44"
"PO454454","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2046860:PARTS AND ACCESSORIES, LAPTOP/NOTEBOOK COMPUTERS","APPLE COMPUTER INC",15-Jan-13,87
"PO454457","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","SCANTRON CORPORATION",15-Jan-13,486.5
"PO454457","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628600:Transportation of Goods and other Freight Services","SCANTRON CORPORATION",15-Jan-13,30.58
"PO454458","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9982900:Computers, Parts and Supplies","APPLE COMPUTER INC",15-Jan-13,"2,184.90"
"PO454459","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9981800:Books, All Types (Library, School, etc.)","ADVANCED EDUCATIONAL PRODUCTS",15-Jan-13,648
"PO454460","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","WILSON LANGUAGE TRAINING CORP.",15-Jan-13,525
"PO454461","DEPARTMENT OF CORRECTIONS","8506839:CURTAIN, SHOWER, DUCK, WHITE, HEAVY DUTY","BOB BARKER EQUIPMENT CO INC",15-Jan-13,"4,286.69"
"PO454462","INAUGURAL EXPENSES","9132700:Construction, Highway and Road","Party Palace Rentals LLC",15-Jan-13,"7,200.00"
"PO454463","INAUGURAL EXPENSES","9132700:Construction, Highway and Road","Alta Bicycle Share, Inc.",15-Jan-13,"18,000.00"
"PO454464","METROPOLITAN POLICE DEPARTMENT","9716500:Room Rental for Conferences, Seminars, etc.","WASH CONVENT CENTER AUTHORITY",15-Jan-13,"10,755.00"
"PO454465","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","ANACOSTIA WATERSHED SOCIETY",15-Jan-13,"3,000.00"
"PO454466","DEPARTMENT OF HEALTH","9625800:Professional Services (Not Otherwise Classified)","PROVIDENCE HOSPITAL",15-Jan-13,"9,718.50"
"PO454467","DEPARTMENT OF HEALTH","9902900:Disaster Preparedness/Emergency Planning Services","Howard University the Learning Academy",15-Jan-13,"50,000.00"
"PO454468","DEPARTMENT OF MENTAL HEALTH","0801033:IDENTIFICATION BADGE SUPPLIES AND MATERIALS","RESCUE ONE TRAINING FOR LIFE",15-Jan-13,"3,150.00"
"PO454469","DEPARTMENT OF GENERAL SERVICES","9181500:Architectural Consulting","BELL ARCHITECTS, PC",15-Jan-13,"90,000.00"
"PO454470","DEPARTMENT OF PUBLIC WORKS","7454955:PARTS, RUBBER EXPANSION JOINT","RUBBEREDGE LLC",15-Jan-13,"24,931.20"
"PO454471","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8551500:Costumes and Accessories","Junior Mode Shoes and Dance",15-Jan-13,"1,860.90"
"PO454472","DEPARTMENT OF TRANSPORTATION","6002278:TONER, CARTRIDGE, CALCULATORS, ELECTRONIC, PRINTING","American Office Supplies",15-Jan-13,"12,615.65"
"PO454473","DEPARTMENT OF TRANSPORTATION","9132700:Construction, Highway and Road","COMMUNICATIONS LAB",15-Jan-13,"2,988.00"
"PO454474","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9248000:Tutoring","University Instructors, Inc",15-Jan-13,"13,832.00"
"PO454475","OFFICE OF CHIEF TECHNOLOGY OFFICER","2045500:Microcomputers, Multi-Processor","Dell Computer Corp.",15-Jan-13,"12,194.70"
"PO454475","OFFICE OF CHIEF TECHNOLOGY OFFICER","5754915:ACCESSORIES, EQUIPMENT AND SUPPLIES, MICROFILM, FOR FILMDEX","Dell Computer Corp.",15-Jan-13,"44,323.27"
"PO454476","OFFICE OF CHIEF TECHNOLOGY OFFICER","9204531:MAINTENANCE AND SUPPORT, SOFTWARE, MAINFRAME","HEWLETT PACKARD COMPANY",15-Jan-13,"5,080.00"
"PO454478","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9157100:Newspaper and Publication Advertising","JOBTARGET",15-Jan-13,535
"PO454479","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9625800:Professional Services (Not Otherwise Classified)","Springboard Education in Ameri",15-Jan-13,"99,995.00"
"PO454492","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9621700:Bus and Taxi Services, Limousines and Vans (Including Operations, Management, and Terminal Services)","MAINOR'S BUS SERVICE",15-Jan-13,"5,000.00"
"PO454493","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6453337:PAPER, COPIER, MULTI-PURPOSE","SKY,LLC DBA/US-OFFICE SOLUTION",15-Jan-13,695.76
"PO454494","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2075518:CARTRIDGES, INK, PLOTTER PRINTERS","SKY,LLC DBA/US-OFFICE SOLUTION",15-Jan-13,"1,471.00"
"PO454495","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","CREATIVE MINDS PCS INC",16-Jan-13,"255,000.00"
"PO454496","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","CAMBRIDGE PREPARATORY ACADEMY",16-Jan-13,"144,630.00"
"PO454498","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","MUNDO VERDE BILINGUAL PCS",16-Jan-13,"260,000.00"
"PO454499","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","DC SCHOLARS PCS, INC",16-Jan-13,"255,000.00"
"PO454500","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","SHINING STARS MONTESSORI ACADE",16-Jan-13,"249,600.00"
"PO454501","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","RICHARD WRIGHT  PCS",16-Jan-13,"260,000.00"
"PO454502","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9240500:Advisory Services, Educational","BDC A PUBLIC CHARTER SCHOOL IN",16-Jan-13,"255,000.00"
"PO454503","OFFICE OF CHIEF FINANCIAL OFFICER","6003020:CASH DRAWERS","N. Harris Computer Corporation",16-Jan-13,"33,020.00"
"PO454504","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",16-Jan-13,"39,257.60"
"PO454505","DEPARTMENT OF MOTOR VEHICLES","9180400:Accounting/Auditing/Budget Consulting","OFORI & ASSOCIATES  PC",16-Jan-13,"54,008.00"
"PO454506","DEPARTMENT OF MOTOR VEHICLES","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","COURT SMART DIGITAL SYSTEMS IN",16-Jan-13,"40,921.00"
"PO454508","DEPARTMENT ON DISABILITY SERVICES","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","Libera, Inc.",16-Jan-13,"14,000.00"
"PO454509-V2","DEPARTMENT ON DISABILITY SERVICES","9613023:EMPLOYMENT AGENCY SERVICES FOR THE HIRING OF TEMPORARY PERSONNEL","NATIONAL ASSOCIATES, INC.",20-Jun-13,"432,678.40"
"PO454510","DEPARTMENT OF CORRECTIONS","4957300:Physiological Testing and Recording Equipment (Single and Multichannel), and Accessories: Electrodes, Monitors, Stimulators, etc.","Gerald L. Weston",16-Jan-13,"6,000.00"
